,Accident_Time,Accident_Date_G,Rno,Road_Type,Region,Road_Status,Weather_Status,Dead_Number,Injuries_Number,Damage_Road_Type,Accident_Type,Car,Small_Truck,Big_Truck,Other_Car,Driver,Way,Vehicle,Animal,Vehicles_Number,Paints,Eyes,Road_Close_Days,Road_Close_Hours,GEOMETRIC_RoadTYPE,long,lat
24310,9:00 PM,30/08/2017,15,سريع,Madina,Good,good,,,Caplet barriers,crash,1,,,,,,1,,1,1,1,,,Straight link,39.957673,23.20582381
24311,12:00 AM,29/08/2017,389,,Hail,Good,good,,1,,coup,1,,,,,,1,,1,1,1,,,,,
24312,1:00 AM,29/08/2017,389,,Hail,Good,good,,1,,coup,,,1,,1,,,,1,1,1,,,,40.87164253,26.07997379
24313,1:30 AM,29/08/2017,500,مزدوج,Riyadh,Good,good,,1,,crash,,,1,,1,,,,4,1,1,,,,46.69951284,24.78327219
24314,1:45 AM,29/08/2017,8620,,Hail,Good,good,,,informative board,crash,1,,,,1,,,,1,1,1,,,,41.48009374,27.75790565
24315,4:00 AM,29/08/2017,180,مفرد,Najran,Good,good,0,1,,crash,1,,,,,,1,,1,1,1,,,,50.36718779,18.83831504
24316,4:30 AM,29/08/2017,8700,مفرد,Hail,Good,good,,3,,coup,1,,,,1,,,,1,1,1,,,,41.73253886,27.61946574
24317,6:30 AM,29/08/2017,5,مزدوج,Assir,,good,0,2,,coup,,,,,,,,,1,1,1,,,,41.43598556,18.54157878
24318,6:30 AM,29/08/2017,15,مزدوج,Madina,Good,good,,,,coup,1,,,,,,1,,1,1,1,,,,39.28239451,25.86731691
24319,7:00 AM,29/08/2017,10,مزدوج,Riyadh,Good,good,,,,crash,1,,,,1,,,,1,1,1,,,,46.90284444,23.17052779
24320,7:03 AM,29/08/2017,517,سريع,Riyadh,Good,good,0,0,,crash,1,,1,,,,,,2,1,1,,,,47.10854755,24.37036495
24321,8:00 AM,29/08/2017,10,مزدوج,Assir,,good,1,0,,crash,,,,,,,,,2,1,1,,,,43.30412091,18.93217729
24322,11:15 AM,29/08/2017,50,مزدوج,Riyadh,Good,good,0,2,,crash,,,,,,,,,2,1,1,,,,,
24323,12:30 PM,29/08/2017,60,سريع,Madina,Good,good,,,,crash,,1,,,1,,,,2,1,1,,,,39.21879895,24.25180886
24324,3:20 PM,29/08/2017,500,سريع,Riyadh,Good,good,,2,,crash,1,,,,1,,,,2,1,1,,,,46.55822673,24.68505478
24325,3:30 PM,29/08/2017,535,سريع,Riyadh,Good,good,0,0,,crash,1,,,,1,,,,1,1,1,,,,46.5731688,24.77306907
24326,3:45 PM,29/08/2017,500,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,,46.69212692,24.77975339
24327,4:30 PM,29/08/2017,50,مزدوج,Riyadh,Good,good,0,1,,crash,,1,,,1,,,,1,1,1,,,,43.18986192,24.14975421
24328,5:30 PM,29/08/2017,500,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,3,1,1,,,,46.80211913,24.63307417
24329,9:30 PM,29/08/2017,5,مزدوج,Madina,Good,good,,1,,crash,,1,1,,1,,,,2,1,1,,,,37.39609795,24.57838122
24330,9:30 PM,29/08/2017,10,مزدوج,Assir,,good,0,2,,crash,,,,,,,,,2,1,1,,,,43.66176687,19.58199872
24331,10:00 PM,29/08/2017,65,سريع,Riyadh,Good,good,,1,fence,crash,1,,,,1,,,,2,1,1,,,,45.36941511,25.87214217
24332,3:30 AM,29/08/2017,80,مزدوج,Northern boarder,,good,1,1,,crash,,1,1,,1,,,,2,1,1,,,,40.63840592,30.77739192
24333,4:30 AM,29/08/2017,40,سريع,Mecca,,good,0,1,,crash,,,,,,,,,2,1,1,,,,40.23309271,21.62930898
24334,7:30 AM,29/08/2017,95,سريع,EP,,good,0,0,,Explosion of a car tire,1,,,,,,1,,1,1,1,,,,49.91261865,26.53113299
24335,9:30 AM,29/08/2017,411,مفرد,Qassim,Good,good,1,3,painting and fence,coup,,1,,,,,1,,1,1,1,,,,43.54070353,25.68858286
24336,9:30 AM,29/08/2017,522,مزدوج,EP,,good,1,1,,crash,1,,,,1,,,,2,1,1,,,,48.46766281,25.19324531
24337,10:00 AM,29/08/2017,287,سريع,Mecca,,good,0,0,metal barriers,crash,,,,,,,,,4,1,1,,,,40.44799535,21.39384826
24338,10:00 AM,29/08/2017,615,مزدوج,EP,,good,0,3,,coup,1,,,,1,,1,,1,1,1,,,,50.31344132,24.97383702
24339,11:30 AM,29/08/2017,15,مزدوج,Najran,,good,0,1,Caplet barriers,deflection,1,,,,,,,,,1,1,,,,39.5721198,22.49674306
24340,11:30 AM,29/08/2017,95,سريع,EP,,good,0,0,metal barriers,deflection,,,1,,,,1,,1,1,1,,,,49.82798237,26.60382986
24341,12:10 PM,29/08/2017,298,مفرد,Mecca,,good,0,0,,crash,,,,,,,,,2,1,1,,,,,
24342,4:30 PM,29/08/2017,425,سريع,Qassim,Good,,,,,,1,,,,1,,,,2,,,,,,43.93406777,26.2304294
24343,5:03 PM,29/08/2017,513,مفرد,Riyadh,Good,good,0,0,,coup,,,1,,1,,,,1,1,1,,,,,
24344,6:00 PM,29/08/2017,15,مزدوج,Tabuk,,,0,0,,crash,1,,,,1,,,,2,1,1,,,,36.34433888,28.68727369
24345,6:35 PM,29/08/2017,85,مزدوج,Northern boarder,,good,,2,,coup,1,,,,,,1,,1,1,1,,,,43.65766714,29.55266154
24346,6:40 PM,29/08/2017,15,مزدوج,Tabuk,,good,0,0,,crash,1,,,,1,,,,2,1,1,,,,36.34433888,28.68727369
24347,7:00 PM,29/08/2017,60,سريع,Qassim,Good,good,0,0,fence,crash,1,,,,1,,,,1,1,1,,,,42.23682597,25.65261686
24348,7:30 PM,29/08/2017,15,مزدوج,Najran,Good,good,0,2,,crash,1,,,,1,,,,2,1,1,,,,44.42065868,17.58344566
24349,8:00 PM,29/08/2017,15,مزدوج,Tabuk,,,0,4,,crash,1,,,,1,,,,2,1,1,,,,36.26802248,28.86378825
24350,8:00 PM,29/08/2017,15,مزدوج,Tabuk,,good,0,4,,crash,1,,,,1,,,,2,1,1,,,,36.26802248,28.86378825
24351,9:10 PM,29/08/2017,333,سريع,Madina,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,,39.63882412,24.49565267
24352,9:30 PM,29/08/2017,255,مفرد,Mecca,,good,0,2,,coup,,,,,,,,,,1,1,,,,,
24353,9:20 PM,29/08/2017,5,مزدوج,Jazan,Good,good,,3,,crash,1,,,,1,,,,2,1,1,,,,,
24354,1:00 AM,28/08/2017,500,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,1,1,1,,,,46.76212203,24.71442732
24355,1:10 AM,28/08/2017,389,,Hail,Good,good,,,,tread animal,1,,,,1,,,,1,1,1,,,,,
24356,1:30 AM,28/08/2017,500,سريع,Riyadh,Good,good,,2,,coup,,,,1,1,,,,1,1,1,,,,46.62730076,24.75244613
24357,3:00 AM,28/08/2017,500,سريع,Riyadh,Good,good,,4,,coup,1,,,,1,,,,4,1,1,,,,46.6048363,24.57791966
24358,3:00 AM,28/08/2017,8010,مفرد,Madina,Good,good,1,2,metal barriers,crash,1,,,,1,,,,2,1,1,,,,40.79207548,23.44401544
24359,3:25 AM,28/08/2017,40,سريع,Riyadh,Good,good,,1,fence,coup,1,,,,,,1,,,1,1,,,,44.46289312,23.55423597
24360,4:00 AM,28/08/2017,500,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,,46.6290292,24.56357433
24361,4:15 AM,28/08/2017,40,سريع,Riyadh,Good,good,,1,fence,coup,1,,1,,,,1,,2,1,1,,,,43.61425893,23.37516816
24362,4:30 AM,28/08/2017,255,مزدوج,Assir,,good,0,4,,crash,,,,,,,,,2,1,1,,,,42.64752448,20.19033844
24363,6:00 AM,28/08/2017,500,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,1,1,1,,,,46.55736865,24.67564613
24364,6:12 AM,28/08/2017,393,,Hail,Good,good,,1,,deflection,1,,,,1,,,,1,1,1,,,,41.66236624,27.5122707
24365,7:55 AM,28/08/2017,550,مزدوج,Riyadh,Good,good,,1,,crash,1,,,,1,,,,2,1,1,,,,,
24366,8:30 AM,28/08/2017,209,مفرد,Assir,,good,0,1,,crash,,,,,,,,,2,1,1,,,,,
24367,11:30 AM,28/08/2017,40,سريع,Riyadh,,good,0,1,,crash,,1,1,,1,,,,2,1,1,,,,46.34377848,24.50534557
24368,11:30 AM,28/08/2017,40,سريع,Riyadh,,good,0,0,,crash,,1,1,,1,,,,2,1,1,,,,46.35194792,24.50976958
24369,1:00 PM,28/08/2017,500,سريع,Riyadh,Good,good,,1,,crash,1,,,,1,,,,3,1,1,,,,46.70989781,24.58561183
24370,2:36 PM,28/08/2017,10,مزدوج,Assir,Good,good,1,1,fence,coup,1,,,,,,1,,1,1,1,,,,44.14698396,20.20942671
24371,2:50 PM,28/08/2017,211,مفرد,Assir,,good,1,1,,crash,,,,,,,,,2,1,1,,,,,
24372,4:03 PM,28/08/2017,65,سريع,Riyadh,Good,good,,,,coup,,,1,,1,,,,1,1,1,,,,45.5046927,25.80187084
24373,5:20 PM,28/08/2017,5318,مزدوج,Riyadh,Good,good,0,2,,coup,1,,,,1,,,,1,1,1,,,,47.0511069,25.0915679
24374,8:00 PM,28/08/2017,5318,مزدوج,Riyadh,Good,good,0,0,,crash,1,,,,1,,,,1,1,1,,,,47.05397472,25.10479825
24375,8:25 PM,28/08/2017,65,,Hail,Good,good,,,,coup,,,1,,,,1,,1,1,1,,,,41.97841092,27.5330335
24376,9:00 PM,28/08/2017,375,مفرد,Madina,Good,good,,1,,coup,1,,,,1,,,,1,1,1,,,,37.91626878,26.78798402
24377,10:00 PM,28/08/2017,10,مزدوج,Assir,,,,,,,,,,,,,,,,,,,,,46.61686285,22.11887663
24378,11:00 PM,28/08/2017,209,مفرد,Assir,,good,0,1,,crash,,,,,,,,,1,1,1,,,,42.43451908,18.46468359
24379,11:00 PM,28/08/2017,509,مزدوج,Riyadh,Good,good,,2,,coup,1,,,,,,1,,1,1,1,,,,46.79251039,24.49233206
24380,11:30 PM,28/08/2017,40,سريع,Riyadh,,good,,1,fence,deflection,1,,,,1,,,,1,1,1,,,,45.6471781,24.28112802
24381,1:05 AM,28/08/2017,340,مزدوج,Madina,Good,good,,1,,crash,1,,,,1,,,,3,1,1,,,,,
24382,2:20 AM,28/08/2017,60,سريع,Qassim,Good,good,0,0,,crash,1,1,,,1,,,,2,1,1,,,,43.23333459,25.99150083
24383,4:00 AM,28/08/2017,15,مزدوج,Najran,,good,0,0,Caplet barriers,deflection,1,,,,,,,,,1,1,,,,39.6116125,22.54758537
24384,4:10 AM,28/08/2017,85,مزدوج,Northern boarder,,good,,1,,crash,1,,1,,1,,,,2,1,1,,,,41.8773238,30.52714516
24385,6:00 AM,28/08/2017,40,سريع,EP,,good,0,0,,crash,,,1,,1,,,,2,1,1,,,,48.59321948,25.68490815
24386,6:00 AM,28/08/2017,85,مزدوج,Northern boarder,,good,1,,,crash,,,1,,1,,,,2,1,1,,,,44.94037456,28.79860651
24387,7:00 AM,28/08/2017,5,مزدوج,Jazan,,good,0,0,lighting poles,deflection,,,,,,,,,,1,1,,,,40.10336898,20.30109162
24388,8:00 AM,28/08/2017,419,مزدوج,Qassim,Good,good,0,0,,crash,1,,,,1,,,,2,1,1,,,,43.80104883,26.37134197
24389,8:15 AM,28/08/2017,333,سريع,Madina,Good,good,,,,coup,1,,,,1,,,,2,1,1,,,,39.62012992,24.49947059
24390,9:40 AM,28/08/2017,4710,مفرد,Mecca,,good,0,1,,crash,,,,,,,,,,1,1,,,,39.76339611,21.85864921
24391,10:00 AM,28/08/2017,5,مزدوج,Jazan,,good,1,4,,coup,,,,,,,,,,1,1,,,,,
24392,10:30 AM,28/08/2017,40,سريع,Mecca,,good,0,0,,crash,,,,,,,,,2,1,1,,,,,
24393,10:30 AM,28/08/2017,333,سريع,Madina,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,,39.60126816,24.49546342
24394,10:45 AM,28/08/2017,15,مزدوج,Najran,,good,0,1,Caplet barriers,deflection,1,,,,,,,,,1,1,,,,39.86106907,22.85536521
24395,11:30 AM,28/08/2017,40,سريع,Mecca,,good,0,1,,deflection,,,,,,,,,,1,1,,,,,
24396,12:20 PM,28/08/2017,298,مفرد,Mecca,,good,0,5,,crash,,,,,,,,,2,1,1,,,,,
24397,1:15 PM,28/08/2017,15,مزدوج,Najran,,good,0,1,,crash,,,,,,,,,2,1,1,,,,39.8337435,22.83003997
24398,2:50 PM,28/08/2017,5,مزدوج,Jazan,,good,0,1,,crash,,,,,,,,,2,1,1,,,,41.08851803,19.13713194
24399,3:15 PM,28/08/2017,40,سريع,EP,,good,0,0,,crash,1,,1,,1,,1,,2,1,1,,,,48.40678178,25.5806384
24400,4:00 PM,28/08/2017,95,مزدوج,EP,,good,0,1,,crash,,,1,,1,,,,2,1,1,,,,48.61871652,27.97331773
24401,8:00 PM,28/08/2017,85,مزدوج,EP,,good,0,1,,crash,,,1,,1,,,,2,1,1,,,,45.71710119,28.46339132
24402,8:00 PM,28/08/2017,298,مفرد,Mecca,,good,0,0,,crash,,,,,,,,,2,1,1,,,,,
24403,8:15 PM,28/08/2017,8040,مفرد,Madina,Good,good,,2,,crash,1,,1,,1,,,,2,1,1,,,,,
24404,10:30 PM,28/08/2017,60,,Madina,Good,good,,,,crash,1,,1,,1,,,,2,1,1,,,,40.1591035,24.62803552
24405,4:35 AM,28/08/2017,15,مزدوج,Madina,Good,good,,,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,39.41206231,24.59740202
24406,5:40 AM,28/08/2017,15,سريع,Madina,Good,good,,,,coup and crash,1,,,,1,,,,1,1,1,,,Straight link,39.60246162,24.06241407
24407,12:50 AM,27/08/2017,40,سريع,Riyadh,Good,good,,1,fence,coup,1,,,,,,1,,,1,1,,,,44.50536483,23.62297905
24408,1:00 AM,27/08/2017,60,,Madina,Good,good,,,,crash,,1,,,1,,,,2,1,1,,,,40.65833051,24.88485322
24409,1:10 AM,27/08/2017,550,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,,46.84919457,24.81157997
24410,1:30 AM,27/08/2017,522,سريع,Riyadh,Good,good,,1,metal barriers,crash,1,,,,1,,,,1,1,1,,,,46.70664304,24.6862037
24411,2:45 AM,27/08/2017,2461,مفرد,Assir,,good,0,2,,crash,,,,,,,,,2,1,1,,,,,
24412,5:00 AM,27/08/2017,255,مزدوج,Assir,,good,0,0,,coup,,,,,,,,,1,1,1,,,,42.58625473,20.1036556
24413,7:00 AM,27/08/2017,500,سريع,Riyadh,Good,good,,,,coup,,1,,,1,,,,1,1,1,,,,46.76863033,24.61666038
24414,8:00 AM,27/08/2017,500,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,1,1,1,,,,46.63827705,24.75705769
24415,8:40 AM,27/08/2017,500,سريع,Riyadh,,good,,1,metal barriers,crash,1,,,,1,,,,1,1,1,,,,46.75759584,24.72221799
24416,9:30 AM,27/08/2017,5,مزدوج,Madina,Good,good,,1,,coup,1,,,,1,,,,1,1,1,,,,37.61316616,24.34859375
24417,10:00 AM,27/08/2017,550,مزدوج,Riyadh,Good,good,0,0,,crash,1,,,1,,,,,2,1,1,,,,46.78938937,24.95918115
24418,10:15 AM,27/08/2017,513,مفرد,Riyadh,Good,good,0,0,,crash,,,1,,1,,,,2,1,1,,,,,
24419,10:50 AM,27/08/2017,65,مزدوج,Jawf,Good,good,0,0,concrete barriers,coup,,,1,,1,,,,1,1,1,,,,38.08321752,30.63920925
24420,10:55 AM,27/08/2017,30,مفرد,Assir,,good,0,1,,crash,,,,,,,,,2,1,1,,,,45.87025829,24.01001095
24421,11:30 AM,27/08/2017,40,سريع,Riyadh,,good,0,1,,crash,1,,,,1,,,,1,1,1,,,,46.28202341,24.44936248
24422,1:00 PM,27/08/2017,60,,Madina,Good,good,,,,crash,1,,,,,,1,,1,1,1,,,,40.53662651,24.82280449
24423,1:30 PM,27/08/2017,10,مزدوج,Riyadh,Good,good,,,,burning or ignition,,,1,,,,1,,1,1,1,,0.05,,46.8944196,23.20891579
24424,2:10 PM,27/08/2017,65,مزدوج,Jawf,Good,good,0,1,,coup,1,,,,,,1,,1,1,1,,,,39.02820714,30.08762111
24425,2:15 PM,27/08/2017,40,سريع,Riyadh,Good,good,,,,coup,1,,,,1,,,,1,1,1,,,,46.82563127,24.83372707
24426,3:00 PM,27/08/2017,8462,مفرد,Madina,Good,good,,2,,crash,,1,,,1,,,,2,1,1,,,,,
24427,4:00 PM,27/08/2017,500,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,,46.77425076,24.62301361
24428,8:00 PM,27/08/2017,211,مفرد,Assir,,good,1,1,,overdrive,,,,,,,,,2,1,1,,,,42.19132376,18.33157017
24429,9:30 PM,27/08/2017,2495,مفرد,Assir,,good,0,1,,coup,,,,,,,,,1,1,1,,,,,
24430,9:40 PM,27/08/2017,60,سريع,Madina,Good,good,,1,,crash,1,,,,1,,,,1,1,1,,,,39.43602761,24.31730727
24431,10:30 PM,27/08/2017,60,سريع,Madina,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,,39.21879895,24.25180886
24432,11:55 PM,27/08/2017,65,سريع,Riyadh,Good,good,,1,,coup,1,,,,,,1,,1,1,1,,,,44.86763924,26.04116738
24433,2:00 AM,27/08/2017,425,سريع,Qassim,Good,good,0,2,,crash,1,,,,1,,,,2,1,1,,,,,
24434,4:00 AM,27/08/2017,95,سريع,EP,,good,0,0,,overdrive,1,,,,1,,,,1,1,1,,,,49.17824929,27.12607311
24435,4:30 AM,27/08/2017,60,سريع,Qassim,Good,good,0,0,fence,crash,,1,,,1,,,,1,1,1,,,,42.29999486,25.67921097
24436,4:30 AM,27/08/2017,60,سريع,Qassim,Good,good,0,2,fence,crash,1,,,,1,,,,1,1,1,,,,43.70000842,26.12245742
24437,4:40 AM,27/08/2017,60,سريع,Madina,Good,good,,,informative board,crash,,1,,,1,,,,1,1,1,,,,39.69232075,24.45407529
24438,5:30 AM,27/08/2017,15,مزدوج,Najran,,good,0,1,,crash,,,,,,,,,2,1,1,,,,39.93211844,23.02364537
24439,5:30 AM,27/08/2017,60,سريع,Qassim,Good,good,0,0,,coup,1,,,,1,,,,1,1,1,,,,42.98523462,25.92316749
24440,7:00 AM,27/08/2017,80,مزدوج,Tabuk,,good,0,0,,coup,,1,,,1,,,,1,1,1,,,,36.46247334,28.36702182
24441,8:00 AM,27/08/2017,8776,مفرد,Tabuk,,good,0,2,,crash,1,,1,,1,,,,2,1,1,,,,36.68597153,26.72502423
24442,9:30 AM,27/08/2017,95,سريع,EP,,good,0,0,,overdrive,1,,,,1,,,,1,1,1,,,,49.4873506,26.88705042
24443,9:30 AM,27/08/2017,413,مزدوج,Qassim,Good,good,0,2,,crash,1,,,,1,,,,2,1,1,,,,44.06719496,25.95785737
24444,10:30 AM,27/08/2017,615,سريع,EP,,good,0,0,,coup,,,1,,1,,,,1,1,1,,,,49.70578318,25.99440779
24445,10:45 AM,27/08/2017,255,مفرد,Mecca,,good,0,0,,crash,,,,,,,,,2,1,1,,,,,
24446,11:00 AM,27/08/2017,40,سريع,Mecca,,good,0,0,Caplet barriers,coup,,,,,,,,,,1,1,,,,41.8600852,22.48462822
24447,11:00 AM,27/08/2017,615,سريع,EP,,good,0,0,Caplet barriers,deflection,1,,,,1,,,,1,1,1,,,,49.82687417,26.08848282
24448,7:50 PM,27/08/2017,333,سريع,Madina,Good,good,,1,,crash,1,,,,1,,,,2,1,1,,,,,
24449,8:30 PM,27/08/2017,40,سريع,Mecca,,good,0,1,,crash,,,,,,,,,2,1,1,,,,,
24450,10:30 PM,27/08/2017,40,سريع,EP,,good,0,0,,crash,,,1,,1,,,,2,1,1,,,,49.21416826,26.05698982
24451,1:00 AM,27/08/2017,15,مزدوج,Madina,Good,good,,1,,coup,1,,,,,,1,,1,1,1,,,Straight link,39.31616926,25.13849991
24452,7:10 PM,27/08/2017,15,سريع,Madina,Good,good,,,,crush from behind,1,1,,,,,1,,3,1,1,,,Straight link,39.44369837,24.55385532
24453,1:00 AM,26/08/2017,9020,مزدوج,Jawf,Good,good,0,0,,crash,1,,,,1,,,,2,1,1,,,,40.22288692,29.96301988
24454,1:15 AM,26/08/2017,70,,Hail,Good,good,,1,,crash,1,,1,,1,,,,2,1,1,,,,,
24455,1:30 AM,26/08/2017,340,مزدوج,Madina,Good,good,,1,,crash,1,,,,1,,,,1,1,1,,,,,
24456,1:50 AM,26/08/2017,500,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,1,1,1,,,,46.61997791,24.74969038
24457,3:00 AM,26/08/2017,15,مزدوج,Assir,,good,0,1,,crash,,,,,,,,,1,1,1,,,,,
24458,3:15 AM,26/08/2017,333,سريع,Madina,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,,39.63882412,24.49565267
24459,4:20 AM,26/08/2017,5318,مزدوج,Riyadh,Good,good,0,1,,coup,1,,,,1,,,,1,1,1,,,,47.13872943,25.23153734
24460,6:03 AM,26/08/2017,10,مزدوج,Riyadh,Good,good,0,1,,,1,,1,,1,,,,,,,,,,47.44864567,24.18562368
24461,6:50 AM,26/08/2017,550,مزدوج,Riyadh,Good,good,,4,,coup,1,,,,1,,,,1,1,1,,,,46.83054055,24.92251402
24462,7:00 AM,26/08/2017,2174,مفرد,Assir,,good,0,1,,coup,,,,,,,,,1,1,1,,,,42.6553702,18.62691637
24463,7:05 AM,26/08/2017,80,مزدوج,Tabuk,,good,0,1,,coup,,1,,,1,,,,1,1,1,,,,37.77240233,28.71365636
24464,7:45 AM,26/08/2017,65,مزدوج,Jawf,Good,good,2,5,,crash,1,,1,,1,,,,2,1,1,,,,,
24465,8:19 AM,26/08/2017,40,سريع,Riyadh,Good,dusty,,,fence,coup,,,1,,,,1,,,1,1,,,,43.55994169,23.36173597
24466,8:30 AM,26/08/2017,60,مزدوج,Riyadh,Good,good,0,2,,coup,1,,,,,,1,,1,1,1,,,,,
24467,8:40 AM,26/08/2017,5318,مزدوج,Riyadh,Good,good,0,0,,crash,1,1,,,1,,,,2,1,1,,,,47.04694974,25.0746721
24468,8:45 AM,26/08/2017,60,مزدوج,Riyadh,Good,good,1,2,,crash,1,,,,,,1,,,1,1,,,,44.73666257,26.26096759
24469,9:00 AM,26/08/2017,255,مزدوج,Assir,,good,0,2,,coup,,,,,,,,,1,1,1,,,,42.69644711,18.47252961
24470,11:45 AM,26/08/2017,500,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,1,1,1,,,,46.74933545,24.73870163
24471,12:30 PM,26/08/2017,328,مفرد,Madina,Good,good,1,3,,crash,1,,,,1,,,,2,1,1,,,,,
24472,1:30 PM,26/08/2017,517,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,,46.94117241,24.53006478
24473,2:00 PM,26/08/2017,65,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,,,
24474,2:00 PM,26/08/2017,8920,,Hail,Good,good,,2,,coup,,,1,,1,,,,1,1,1,,,,43.0833388,27.55963966
24475,2:40 PM,26/08/2017,65,سريع,Riyadh,Good,good,,1,,crash,1,,,,1,,,,1,1,1,,,,,
24476,3:00 PM,26/08/2017,65,سريع,Riyadh,Good,good,,,fence,crash,1,,,,1,,,,1,1,1,,,,45.92961544,25.53913784
24477,3:00 PM,26/08/2017,5980,مزدوج,Riyadh,Good,good,,1,,coup,1,,,,1,,,,1,1,1,,,,46.85737181,24.66634853
24478,4:00 PM,26/08/2017,65,سريع,Riyadh,Good,good,0,0,,crash,1,,,,1,,,,2,1,1,,,,46.29691501,25.26873166
24479,4:15 PM,26/08/2017,40,سريع,Riyadh,Good,good,,1,fence,deflection,1,,,,1,,,,1,1,1,,,,46.88043096,24.88221465
24480,4:50 PM,26/08/2017,50,مفرد,Riyadh,Good,good,0,1,,crash,1,,,,1,,,,2,1,1,,,,42.77491603,23.63930508
24481,6:00 PM,26/08/2017,10,مزدوج,Assir,Good,good,0,0,,coup,,,,,1,,,,1,1,1,,,,,
24482,6:03 PM,26/08/2017,65,سريع,Riyadh,Good,good,,,painting and fence,coup,,1,,,1,,,,1,1,1,,,,45.14379405,25.97789341
24483,7:00 PM,26/08/2017,10,مزدوج,Riyadh,Good,good,0,0,,,1,1,,,1,,,,2,1,1,,,,,
24484,9:30 PM,26/08/2017,500,سريع,Riyadh,Good,good,,1,,crash,1,,,,1,,,,1,1,1,,,,46.77519609,24.68985072
24485,10:00 PM,26/08/2017,70,,Hail,Good,good,,,,tread animal,1,,,,1,,,,1,1,1,,,,41.25018524,27.29786016
24486,10:15 PM,26/08/2017,65,سريع,Riyadh,Good,good,,,painting and fence,coup,,,1,,1,,,,1,1,1,,,,45.23716792,25.92511728
24487,11:00 PM,26/08/2017,539,سريع,Riyadh,Good,good,,1,concrete barriers,crash,,,,,,,,,1,1,1,,,,46.71359252,24.81469408
24488,9:00 AM,26/08/2017,418,مزدوج,Qassim,Good,good,0,0,,coup,1,1,,,1,,,,2,1,1,,,,43.94088603,26.31748822
24489,9:30 AM,26/08/2017,40,سريع,EP,,good,1,1,metal barriers,crash,1,,1,,1,,,,2,1,1,,,,50.01867109,26.35036363
24490,10:00 AM,26/08/2017,414,مزدوج,Qassim,Good,good,0,1,,crash,1,,,,1,,,,1,1,1,,,,43.78687749,26.0575956
24491,10:20 AM,26/08/2017,40,سريع,Mecca,,good,0,0,,crash,,,,,,,,,2,1,1,,,,40.4403476,21.61970411
24492,11:00 AM,26/08/2017,60,سريع,Qassim,Good,good,0,1,concrete barriers,coup,,,1,,1,,,,1,1,1,,,,43.56802666,26.08306328
24493,2:15 PM,26/08/2017,60,سريع,Qassim,Good,good,0,0,fence,crash,1,,,,,,1,,1,1,1,,,,42.91811577,25.9050596
24494,4:10 PM,26/08/2017,15,مزدوج,Najran,Good,good,0,2,,crash,1,,,,1,,,,2,1,1,,,,44.45747659,17.56183006
24495,6:30 PM,26/08/2017,60,سريع,Qassim,Good,good,0,0,fence,crash,,,1,,,,1,,1,1,1,,,,44.30584895,26.1767429
24496,9:20 PM,26/08/2017,40,سريع,Mecca,,good,1,0,metal barriers,deflection,,,,,,,,,,1,1,,,,40.47167665,21.54704103
24497,10:30 PM,26/08/2017,8900,مفرد,Tabuk,,good,1,1,,crash,1,,,,1,,,,2,1,1,,,,36.58780387,27.77431172
24498,10:40 PM,26/08/2017,15,سريع,Madina,Good,good,,,,crash,1,,1,,1,,,,2,1,1,,,Straight link,39.95323358,23.11751057
24499,12:00 AM,25/08/2017,513,مفرد,Riyadh,Good,good,,,,crash,1,,,,1,,,,5,1,1,,,,,
24500,1:15 AM,25/08/2017,2067,مفرد,Assir,,rainy,1,0,,coup,,,,,,,,,1,1,1,,,,41.80080913,19.09161275
24501,2:58 AM,25/08/2017,10,مزدوج,Assir,,good,0,1,,crash,,,,,,,,,2,1,1,,,,,
24502,6:35 AM,25/08/2017,500,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,,46.78011608,24.6723672
24503,6:50 AM,25/08/2017,40,سريع,Riyadh,Good,good,,,fence,coup,1,,,,,,1,,1,1,1,,,,44.77854164,23.76942272
24504,8:30 AM,25/08/2017,175,مفرد,Najran,Good,good,0,0,,coup,1,,,,1,,,,1,1,1,,,,45.86196523,17.9811098
24505,8:45 AM,25/08/2017,328,مزدوج,Madina,Good,good,,1,,crash,1,,,,1,,,,1,1,1,,,,,
24506,9:00 AM,25/08/2017,10,مزدوج,Riyadh,Good,good,0,0,,crash,,1,,,1,,,,,1,1,,,,,
